Company,Skills
votary softech solution pvt ltd,"('protocol stack', 'bluetooth', 'software engineer', 'senior software engineer', 'itskills')"
Kovair Software Pvt Ltd,"('computer application', 'installshield', 'senior software engineer', 'windows', 'sql', 'linux', 'software engineer')"
votary softech solution pvt ltd,"('algorithms', 'git', 'signal processing', 'linux', 'software engineer', 'senior software engineer', 'itskills')"
Kovair Software Pvt Ltd,"('c#', 'rest', 'css', 'computer application', 'senior software engineer', 'vb.net', 'hibernate', 'javascript', 'jquery', 'spring boot', 'java', 'asp.net', '.net', 'software engineer', 'html')"
Rehlat,"('c#', 'css', 'python', 'entity framework', 'javascript', 'jquery', 'microsoft .net', 'asp.net', 'software engineer', 'web api', 'html', 'mvc', 'api')"
nec software solutions  ( india )  pvt ltd,"('c# programming', '', 'net core', 'domain driven design', 'rabbitmq', 'entity framework', 'information technology', 'senior software engineer', 'sql', 'docker', 'security', 'devops', 'technical skills', 'ddd', 'team player', '.net')"
nec software solutions  ( india )  pvt ltd,"('.net development', 'c# development', 'healthcare data integration', 'backend systems', 'api design', 'css', 'ajax', 'oop', 'xml', 'devops', 'asp.net', 'html', 'web api', 'kendo ui', 'javascript', 'hl7', 'linq', 'software developer', 'jquery', 'sql', 'security', 'git', 'debugging', 'software engineer', 'mvc', 'rest', 'entity framework', 'svn', 'problem solving')"
Jenesys Technologies,"('algorithms', 'device drivers', 'senior telecommunication', 'debugging', 'data structures', 'posix', 'c', 'os', 'vxworks', 'problem solving', 'embedded software', 'c programming', 'unix   /   linux internals', 'bsp')"
Cabot India Ltd,"('test case preparation', 'performance testing', 'automation testing', 'cucumber', 'testing', 'qa engineer', 'sql', 'qa', 'security', 'java', 'selenium')"
votary softech solution pvt ltd,"('mobile handset testing', 'protocol testing', 'testing', 'itskills')"
Cabot India Ltd,"('css', '.net developer', 'svn', 'javascript', 'git', '.net', 'html', 'mvc')"
Cabot India Ltd,"('node.js', 'css', 'git', 'wordpress', 'php', '.net', 'html', 'svn', 'javascript')"
Cabot India Ltd,"('javascript developer', 'css', 'git', 'html', 'svn', 'javascript')"
Cabot India Ltd,"('css', 'svn', 'javascript', 'javascript developer', 'git', 'html', 'angularjs')"
Suretek Infosoft Pvt. Ltd.,"('java', 'php', 'software engineer')"
Vacation Labs,"('scala', 'angularjs', 'software engineer')"
3RI Technologies Pvt Ltd,"('python', 'software engineer', 'sql')"
BLUEBERRY LABS PRIVATE LIMITED,"('symfony', 'php', 'software engineer', 'mysql')"
Glitter Technology Ventures Pvt Ltd,"('storage', 'java', 'git', 'software engineer')"
thinklayer minds pvt ltd,"('associate software engineer', 'php developer')"
FMT CORPORATION LIMITED,"('sharepoint', 'software engineer', 'jquery', 'sql')"
Optimum Solutions,"('vba', 'software engineer', 'system specifications')"
"World wide Immigration Service Llp
     (More Jobs)","('software engineer', 'software developer', 'senior software engineer', 'software programmer', 'it')"
IPHS Technologies,"('c', 'senior software engineer', 'software requirements')"
Veeva Systems,"('san', 'python', 'bi', 'java', 'infrastructure', 'software engineer')"
exuberant technology,"('java', 'software engineer', 'java programming', 'java developer')"
LAKSH HUMAN RESOURCE,"('css', 'mobile', 'javascript', 'environment', 'software engineer', 'html')"
onisol systems,"('rest api', 'associate software engineer', 'json')"
ColoredCow,"('wordpress', 'senior software engineer', 'san', 'team player')"
3RI Technologies Pvt Ltd,"('rdbms', 'sql', 'associate software engineer', 'oops')"
Optimum Solutions,"('messaging', 'salesforce', 'devops', '.net', 'software engineer', 'middleware')"
Mobishaala,"('css', 'mobile', 'javascript', 'grunt', 'git', 'software engineer')"
neologix software solutions india pvt ltd,"('database', 'xml', 'senior software engineer', 'mysql')"
ion trading india pvt. ltd.,"('c', 'senior software engineer', 'docker', 'java', 'git', 'debugging', 'software engineer', 'maven', 'javascript', 'eclipse', 'visual studio', '.net')"
TO THE NEW,"('cloud services', 'maven', 'aem', 'senior software engineer', 'gradle', 'osgi', 'servlets')"
"TALENT VAULT LLP
     (More Jobs)","('software engineer', 'it engineer', 'software developer', 'senior software developer', 'senior software engineer')"
Textron India Pvt Ltd,"('microprocessor', 'dsp', 'hardware design', 'arm', 'embedded software engineer')"
v support solutions,"('sql', 'machine vision', 'activex', 'database', 'debugging', 'software engineer', 'software developer')"
RAVSoft Solutions,"('problem solving', 'vb.net', 'written communication', 'oops', '.net', 'software engineer', 'c#.net')"
LAKSH HUMAN RESOURCE,"('rest', 'eclipse ide', 'technology', 'java', 'json', 'software engineer')"
Veeva Systems,"('lucene', 'hibernate', 'spring', 'java', 'software engineer', 'jpa', 'san', 'web technologies')"
"ADAL IMMIGRATIONS LLP
     (More Jobs)","('software engineer', 'senior software engineer', 'software programmer', 'web developer', 'php programmer', 'software developer', 'software engineering', 'php developer')"
LAKSH HUMAN RESOURCE,"('environment', 'mobile', 'software engineer', 'mysql', 'data structures', 'it', 'mongodb')"
Suretek Infosoft Pvt. Ltd.,"('c#', 'asp .net', 'linq', 'xml', 'microsoft .net', 'software engineer')"
Suretek Infosoft Pvt. Ltd.,"('css', 'cake', 'codeigniter', 'php', 'zend', 'mysql', 'html', 'software engineer', 'ajax')"
LAKSH HUMAN RESOURCE,"('css', 'mobile', 'technology', 'javascript', 'environment', 'linux', 'software engineer')"
plum,"('algorithms', 'css', 'html5', 'software engineer', 'html', 'javascript')"
Analytics Vidhya,"('scala', 'sql', 'database', 'java', 'software engineer', 'python', 'infrastructure', 'database servers')"
BUSISOL SOURCING INDIA PVT. LTD,"('c', 'microsoft technologies', 'web technologies', '.net', 'software engineer', 'sql')"
ETP Group,"('rest', 'lld', 'sql', 'swing', 'java', 'oops', 'debugging', 'software engineer')"
"Splendid Travels
     (More Jobs)","('artificial intelligence', 'software engineer')"
neologix software solutions india pvt ltd,"('c#', 'senior software engineer', 'asp.net', 'php', '.net', 'mvc')"
Espressif Systems,"('zigbee', 'iot', 'i2c', 'embedded software engineer', 'hardware', 'communication protocols', 'i2s', 'uart')"
Nvidia Graphics Pvt Ltd,"('python programming', 'debugging skills', 'analytical thinking', 'low level programming', 'hardware integration', 'junior software engineer', 'linux')"
CGI Information Systems and Management Consultants Pvt Ltd,"('**   python programming', 'software testing', 'sql development', 'agile methodologies', 'problem solving  **', 'cgi', 'software engineer')"
KG TIGER,"('c', 'python', 'c', 'operating system', 'java', 'written communication', 'infrastructure', 'software engineer')"
PiMARQ,"('cortex', 'communication protocols', 'firmware development', 'modbus', 'uart', 'hardware design', 'i2c', 'arm', 'embedded software engineer')"
online productivity solutions pvt. ltd.,"('php', 'mysql', 'ajax', 'javascript', 'html5', 'css', 'wordpress', 'bootstrap', 'jquery', 'git', 'debugging', 'software engineer')"
Adobe Systems Ltd,"('**    java programming', 'api development', 'cloud computing', 'microservices architecture', 'technical leadership  **', 'senior software engineer', 'software engineering')"
Zen Corp Techno Solutions,"('c#', 'os', 'vb.net', 'jquery', 'java', 'asp.net', 'software engineer trainee', 'html', 'mvc', 'driver development', 'network processor')"
Pyze Inc.,"('algorithms', 'scala', 'senior software engineer', 'java', 'cassandra', 'data structures', 'big data')"
RAVSoft Solutions,"('java swing', 'problem solving', 'hibernate', 'spring', 'swing', 'hl7', 'java', 'written communication', 'oops', 'servlets', 'software engineer')"
RAVSoft Solutions,"('algorithms', 'c', 'win32', 'problem solving', 'mfc', 'activex', 'hl7', 'written communication', 'oops', 'software engineer', 'vc')"
tbm technologies,"('c', 'testing tools', 'software engineer', 'telecom', 'c#', 'python', 'c', 'dialogic', 'written communication')"
tbm technologies,"('python', 'os', 'android development', 'java', 'testing tools', 'written communication', 'software engineer')"
RAVSoft Solutions,"('problem solving', 'hibernate', 'ajax', 'jquery', 'spring', 'hl7', 'java', 'written communication', 'oops', 'json', 'software engineer')"
Analytics Vidhya,"('sql', 'software engineer', 'hadoop', 'python', 'github', 'sas', 'problem solving', 'machine learning')"
ion trading india pvt. ltd.,"('c', 'docker', 'java', 'git', 'devops', 'software engineer', 'maven', 'javascript', 'eclipse', 'visual studio', '.net')"
LAKSH HUMAN RESOURCE,"('rest', 'cache', 'python', 'technology', 'storage', 'machine learning', 'nosql', 'security', 'cassandra', 'php', 'software engineer', 'api')"
ZEUS SYSTEMS PVT. LTD,"('html5', 'senior software engineer', 'bootstrap', 'javascript', 'jquery', '.net', 'php', 'mvc', 'unix')"
Veeva Systems,"('lucene', 'hibernate', 'spring', 'java', 'git', 'software engineer', 'mysql', 'san', 'maven', 'problem solving', 'messaging')"
anmeda systems pvt. ltd.,"('c#', 'ado.net', 'jquery', 'visual studio', 'software implementation', 'asp.net', 'oops', '.net', 'software engineer')"
innervex technologies pvt.ltd,"('debugger', 'bug fixing', 'memory management', 'security', 'xml', 'json', 'software engineer', 'rest', 'c', 'soap')"
IDEAVATE SOLUTIONS,"('html5', 'ajax', 'javascript', 'jquery', 'sql', 'java', 'debugging', 'software engineer', 'web development', 'technical skills', 'pl  /  sql')"
global delight technologies,"('c#', 'c', 'c', 'information technology', 'senior software engineer', 'windows', 'memory management')"
MEDICOSA,"('websphere', 'css', 'soa', 'javascript', 'jquery', 'jaxb', 'java', 'apache', 'xml', 'linux', 'software engineer', 'html')"
LAKSH HUMAN RESOURCE,"('c', 'c', 'device driver development', 'git', 'linux', 'software engineer', 'linux kernel')"
spiderfocus solutions,"('senior software engineer', 'ajax', 'sql', 'database', 'html', 'c#', 'rdbms', 'oracle', 'mvc architecture', 'windows', 'javascript', 'linq', '.net')"
PatientMD,"('algorithms', 'python', 'scala', 'data mining', 'machine learning', 'java', 'software engineer', 'big data')"
Veeva Systems,"('bi', 'lucene', 'hibernate', 'spring', 'java', 'git', 'software engineer', 'mysql', 'san', 'maven', 'problem solving', 'messaging')"
TagIT Solutions,"('html5', 'rest api', 'ajax', 'git', 'json', 'software engineer', 'api', 'mobile', 'javascript')"
SYNCTON IT Solutions,"('.net technologies', 'ajax', 'xml', 'asp.net', 'ssrs', 'software engineer', 'multithreading', 'c#', 'rtp', '.net', 'c#.net', 'forms', 'sql programming')"
FMT CORPORATION LIMITED,"('websphere', 'ant', 'weblogic', 'senior software engineer', 'jee', 'hibernate', 'sql', 'messaging', 'spring', 'java', 'xml', 'pl  /  sql')"
ETP INTERNATIONAL PVT LTD,"('oracle', 'jsp', 'exception handling', 'problem solving', 'sql', 'swing', 'java', 'servlets', 'j2ee', 'software engineer', 'ejb')"
NIRA Systems,"('written communication', '.net technologies', 'associate software engineer', 'software engineering', 'team player')"
ADROIT LEARNING AND MANPOWER PVT LTD,"('rest', 'maven', 'senior software engineer', 'tibco', 'java', 'git', 'esb', 'devops', 'mysql', 'java programming', 'soap')"
indianfertilizer,"('rest', 'ajax', 'javascript', 'jquery', 'associate software engineer', 'codeigniter', 'oops', 'ooad', 'php', 'mysql', 'soap')"
rim india pvt ltd,"('rest', '.net developer', 'entity framework', 'bootstrap', 'windows', 'linq', 'asp.net', 'software engineer', 'mvc')"
TagIT Solutions,"('html5', 'mobile', 'senior software engineer', 'team player', 'bootstrap', 'jquery', 'javascript', 'messaging', 'java', 'json', 'api')"
Revolute Soft Solution,"('css', 'wordpress', 'joomla', 'ajax', 'javascript', 'jquery', 'oscommerce', 'drupal', 'php', 'software engineer', 'mysql', 'html', 'magento')"
INFINITY GROUP,"('.net technologies', 'sql', 'software engineer', 'web api', 'api', 'pl  /  sql', 'c#', 'xamarin', 'mobile', '.net', 'software developer')"
Allindia Technologies Limited,"('css', 'rdbms', 'junior software engineer', 'ajax', 'javascript', 'jquery', 'microsoft .net', 'debugging', 'web development', 'html', 'web api')"
Spring Computing Technologies,"('algorithms', 'c', 'software design', 'storage', 'debugging', 'software engineer')"
Azcom Technology,"('protocol stack', 'algorithms', 'c', 'software engineer', 'data structures', 'technical skills', 'ipc', 'c', 'os')"
Azcom Technology,"('dsp', 'c', 'c', 'problem solving', 'embedded software development', 'embedded software', 'rtos', 'linux', 'software engineer')"
CONNECTING 2 WORK,"('fundamentals', 'css', 'laravel', 'wordpress', 'team player', 'javascript', 'xml', 'php', 'json', 'software engineer', 'mysql', 'html')"
Optimum Solutions,"('websphere', 'oracle', 'javascript', 'spring', 'java', 'struts', 'infrastructure', 'j2ee', '.net', 'software engineer')"
Mobishaala,"('c', 'c', 'mobile', 'android development', 'gradle', 'java', 'git', 'software engineer', 'object oriented programming')"
Nvidia Graphics Pvt Ltd,"('software development', 'networking protocols', 'python programming', 'hardware management', 'linux systems', 'artificial intelligence', 'json', 'software engineer', 'operating system')"
Veeva Systems,"('hibernate', 'mockito', 'docker', 'spring', 'java', 'git', 'linux', 'software engineer', 'mysql', 'san', 'mobile')"
Microsoft India Pvt Ltd,"('**  software development', 'cloud services', 'devops practices', 'communication skills', 'game development **', 'games', 'software engineer', 'c#', 'san')"
ORACLE,"('software troubleshooting', 'code issue resolution', 'testing and fixing', 'sql proficiency', 'root cause analysis', 'oracle', 'security', 'software engineer')"
Infoblox,"('golang development  cloud networking  system architecture  api design  microservices development', 'orchestration', 'docker', 'software engineer', 'software engineering', 'rest', 'python', 'infrastructure')"
Microsoft India Pvt Ltd,"('software development', 'problem solving', 'technical communication', 'distributed systems', 'automation scripting', 'senior software engineer', 'security', 'devops', 'debugging', 'software engineering', 'c#', 'python')"
Textron India Pvt Ltd,"('c', 'c', 'operating system', 'software design', 'software integration', 'rtos', 'embedded software', 'software engineer')"
Microsoft India Pvt Ltd,"('**  cloud platforms', 'programming languages', 'scalable systems', 'problem solving', 'security screening **', 'c#', 'python', 'senior software engineer', 'java', 'infrastructure')"
Electronic Arts Games  ( India )  Pvt. Ltd.,"('cloud platforms', 'container technologies', 'technical leadership', 'software development best practices', 'java  /  scala  /  kotlin', 'senior software engineer', 'docker', 'git', 'games', 'github')"
barracuda networks india pvt ltd,"('c#', '.net core', 'kubernetes', 'docker', 'grpc', 'storage', 'git', 'devops', 'software engineer', 'cloud services', 'github', 'production environment')"
ORACLE,"('**   code troubleshooting', 'sql programming', 'incident management', 'root cause analysis', 'test plan development **', 'oracle', 'security', 'software engineer')"
CGI Information Systems and Management Consultants Pvt Ltd,"('**  python programming', 'sql database management', 'software testing techniques', 'software development lifecycle', 'problem solving skills **', 'cgi', 'software engineer')"
batchmaster software pvt. ltd.,"('c#', 'vb.net', 'sql', 'database', 'sapui5', '.net', 'software engineer', 'c#.net')"
Microsoft India Pvt Ltd,"('**  software development expertise', 'distributed systems engineering', 'site reliability engineering', 'problem solving skills', 'cross group collaboration **', 'orchestration', 'software engineer', 'cloud computing')"
"vikrant
     (More Jobs)","('mechanical engineer', 'technical support engineer', 'desktop engineer', 'maintenance manager', 'system administrator', 'network engineer', 'deputy manager', 'software engineer', 'cse')"
ORACLE,"('**  code troubleshooting', 'sql proficiency', 'technical analysis', 'root cause analysis', 'test plan development **', 'oracle', 'security', 'software engineer')"
online productivity solutions pvt. ltd.,"('react', 'js', 'javascript', 'css', 'html', 'jquery', 'html5', 'mobile', 'bootstrap', 'react.js', 'software engineer')"
Moody's Corporation,"('api development', 'data structures', 'coding', 'distributed systems', 'agile software processes', 'algorithms', 'rest api', 'senior software engineer', 'bootstrap', 'database', 'json', 'python')"
kelly outsourcing,"('java development', 'spring boot framework', 'aws knowledge', 'api development', 'unit testing', 'advanced java', 'software engineer')"
Nvidia Graphics Pvt Ltd,"('software development', 'python', 'reactjs', 'flask', 'devops practices', 'docker', 'linux networking', 'infrastructure', 'software engineer', 'software engineering', 'mongodb')"
Google India Pvt Ltd,"('**   software development', 'programming languages', 'test automation', 'debugging tools', 'networking solutions  **', 'c', 'storage', 'snmp', 'compilers', 'java', 'network programming', 'software engineer', 'python', 'ruby', 'network management', 'infrastructure')"
Nvidia Graphics Pvt Ltd,"('c   programming   cuda acceleration   parallel computing   optimization techniques   team collaboration', 'software design', 'senior software engineer', 'games', 'debugging')"
LAKSH HUMAN RESOURCE,"('security', 'apache', 'java', 'linux', 'software engineer', 'html', 'perl', 'linux shell scripting', 'python', 'system management', 'javascript', 'php', 'unix')"
CONNECTING 2 WORK,"('jsp', 'spring', 'java', 'devops', 'system development', 'j2ee', 'software engineer', 'jpa', 'data structures', 'ejb', 'team player')"
Paytm,"('fundamentals', 'css', 'user interaction', 'senior software engineer', 'brewing', 'html', 'mobile', 'team player', 'javascript')"
ORACLE,"('sql', 'troubleshooting', 'coding', 'testing', 'root cause analysis', 'oracle', 'security', 'software engineer')"
MarvyLogic,"('html5', 'senior software engineer', 'jquery', 'asp.net', 'web development', 'web api', 'software engineering', 'software implementation', 'oracle 11g', '.net', 'c#.net')"
Travel Centric Technology,"('information technology', 'bug fixing', 'uml', 'xml', 'asp.net', 'json', 'software engineer', 'web api', 'mvc', 'c#', 'rest', 'team player', '.net')"
neer interactive solutions,"('c#', 'mapinfo', 'c', 'c', 'arcgis', 'senior software engineer', 'vb', 'vb.net', 't-sql', 'xml', '.net', 'visual basic', 'c#.net')"
immidart technologies llp,"('html5', 'senior software engineer', 'problem solving', 'bootstrap', 'ajax', 'jquery', 'git', 'xml', 'asp. net', '.net', 'web api', 'mvc')"
Veeva Systems,"('bi', 'senior software engineer', 'hibernate', 'mockito', 'docker', 'sql', 'spring', 'java', 'git', 'devops', 'linux', 'mysql', 'san', 'maven', 'infrastructure')"
DIGITAL HARBOR,"('fundamentals', 'algorithms', 'jsp', 'senior software engineer', 'bootstrap', 'java', 'j2ee', 'data structures', 'ejb', 'javascript', 'node.js')"
leaflet technologies  ( p )  ltd,"('html5', 'rest api', 'bootstrap', 'jquery', 'sql', 'grunt', 'web developer', 'software engineer', 'business applications', 'javascript', 'node.js')"
Aertrip,"('algorithms', 'jquery', 'docker', 'git', 'java', 'linux', 'software engineer', 'mysql', 'data structures', 'api', 'mongodb', 'python', 'problem solving', 'team player', 'javascript', 'php')"
neer interactive solutions,"('c#', 'algorithms', 'css', 'microsoft technologies', 'junior developer', 'javascript', 'sql', 'vb script', 'asp. net', 'arcsde', 'software engineer', 'html')"
Veeva Systems,"('senior software engineer', 'storage', 'docker', 'spring', 'security', 'java', 'git', 'iam', 'linux', 'c#', 'san', 'junit', 'python', 'maven', 'problem solving', 'infrastructure')"
Veeva Systems,"('senior software engineer', 'storage', 'hibernate', 'mockito', 'docker', 'sql', 'spring', 'java', 'git', 'devops', 'linux', 'mysql', 'san', 'maven', 'infrastructure')"
Veeva Systems,"('bi', 'senior software engineer', 'docker', 'spring', 'database', 'security', 'java', 'git', 'iam', 'linux', 'mysql', 'san', 'junit', 'python', 'maven', 'problem solving', 'infrastructure')"
Veeva Systems,"('hibernate', 'mockito', 'sql', 'spring', 'security', 'java', 'git', 'linux', 'software engineer', 'mysql', 'log4j', 'san', 'junit', 'maven')"
Sardonyx Technologies,"('c#', 'css', 'oracle', 'senior software engineer', 'problem solving', 'web based applications', 'ajax', 'javascript', 'jquery', 'xml', 'oops', '.net', 'mysql', 'html', 'mvc')"
GD Research Center Pvt. Ltd.,"('bug fixing', 'ajax', 't-sql', 'jquery', 'asp.net', 'oops', 'software engineer', 'mvc', 'endeca', 'c#', '.net developer', 'javascript', 'database programming', '.net')"
leadsoc technologies,"('board support package', 'microcontroller programming', 'usb', 'i2c', 'arm', 'firmware', 'embedded software engineer', 'embedded c', 'uart')"
LAKSH HUMAN RESOURCE,"('fundamentals', 'senior software engineer', 'java', 'xml', 'json', 'debugging', 'mysql', 'python', 'mobile', 'team player', 'technology', 'android development', 'soap')"
TagIT Solutions,"('websphere', 'jsp', 'senior software engineer', 'hibernate', 'spring', 'database', 'java', 'j2ee', 'mysql', 'oracle', 'production support', 'servlets')"
KnowledgeHut,"('soa', 'html5', 'senior software engineer', 'svn', 'javascript', 'nosql', 'react.js', 'node.js', 'git', 'sockets', 'mongodb', 'express.js')"
innervex technologies pvt.ltd,"('senior software engineer', 'bug fixing', 'storage', 'mockito', 'sql', 'memory management', 'java', 'mvvm', 'xml', 'json', 'mysql', 'mvc', 'rest', 'android development', 'soap')"
CORDIACE TECHNOLOGIES,"('fundamentals', 'html5', 'wordpress', 'bootstrap', 'jquery', 'database', 'java', 'xml', 'codeigniter', 'json', 'software engineer', 'mysql', 'magento', 'joomla', 'triggers', 'javascript', 'drupal', 'php')"
macrosoft it consulting,"('websphere', 'oracle', 'jsp', 'weblogic', 'sql', 'java', 'xml', 'j2ee', 'servlets', 'software engineer', 'object oriented programming', 'technical skills', 'ejb')"
algonox technologies,"('image processing', 'python', 'c', 'natural language processing', 'machine learning', 'sql', 'nosql', 'docker', 'java', 'software engineer', 'software engineering')"
"TALENT VAULT LLP
     (More Jobs)","('software engineer', 'it software engineer', 'software quality assurance', 'software development', 'software quality', 'software design', 'agile methodologies', 'software testing')"
ORACLE,"('**  data structures', 'cloud native architectures', 'microservices architecture', 'machine learning', 'distributed systems **', 'algorithms', 'orchestration', 'sql', 'security', 'java', 'software engineer', 'python', 'oracle')"
Myntra,"('scalable code', 'ui design', 'javascript expertise', 'responsive layouts', 'react', 'js', 'css', 'html5', 'senior software engineer', 'react.js', 'mobile', 'imaging')"
RANGAM INFOTECH PVT. LTD.,"('software design', 'rest api', 'senior software engineer', 'ajax', 'docker', 'devops', 'mvc', 'c#', 'entity framework', 'javascript', 'visual studio', '.net')"
fixfin technologies pvt ltd,"('c', 'html5', 'wordpress', 'ece', 'jquery', 'database', 'oscommerce', 'java', 'codeigniter', 'yii', 'software engineer', 'magento', 'cakephp', 'c', 'javascript', 'drupal', 'php')"
Google India Pvt Ltd,"('software development', 'data structures', 'android development', 'data pipelines', 'system optimization', 'algorithms', 'storage', 'artificial intelligence', 'security', 'software engineer', 'natural language processing', 'operating system', 'information retrieval', 'mobile', 'infrastructure', 'bsp')"
ORACLE,"('**  troubleshooting technical issues', 'code issue resolution', 'sql programming languages', 'test plan development', 'root cause analysis **', 'oracle', 'security', 'software engineer')"
Microsoft India Pvt Ltd,"('**  backend development', 'restful apis', 'cloud infrastructure', 'distributed systems', 'code review **', 'c#', 'c', 'python', 'windows', 'javascript', 'system architecture', 'software engineer')"
ORACLE,"('**  automated testing', 'java programming', 'javascript programming', 'software engineering', 'test automation **', 'senior software engineer', 'security', 'debugging', 'oracle', 'software integration', 'production environment')"
Google India Pvt Ltd,"('**  software development', 'programming languages', 'code review', 'system design', 'debugging skills **', 'c', 'storage', 'artificial intelligence', 'security', 'java', 'system development', 'software engineer', 'python', 'natural language processing', 'information retrieval', 'mobile', 'javascript')"
ORACLE,"('**   java development', 'spring boot', 'microservices architecture', 'cloud computing', 'messaging systems  **', 'senior software engineer', 'security', 'apache', 'devops', 'debugging', 'oracle', 'java developer')"
Google India Pvt Ltd,"('**   software development', 'kotlin programming', 'java programming', 'android framework', 'data structures  **', 'algorithms', 'c', 'storage', 'artificial intelligence', 'security', 'software engineer', 'natural language processing', 'information retrieval', 'mobile')"
Google India Pvt Ltd,"('**  software development', 'data structures', 'software design', 'technical leadership', 'problem solving **', 'algorithms', 'storage', 'artificial intelligence', 'security', 'software engineer', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure')"
Google India Pvt Ltd,"('**  software development', 'data structures', 'technical leadership', 'software design', 'problem solving **', 'algorithms', 'storage', 'artificial intelligence', 'security', 'software engineer', 'natural language processing', 'information retrieval', 'mobile')"
ORACLE,"('**  technical troubleshooting', 'code issue resolution', 'programming languages', 'test plan development', 'root cause analysis **', 'oracle', 'sql', 'security', 'software engineer')"
virtusa consulting services pvt. ltd.,"('java development', 'ci  /  cd', 'devops', 'application design', 'testing', 'senior software engineer')"
Google India Pvt Ltd,"('**  software development', 'data structures', 'algorithm design', 'communication skills', 'team collaboration **', 'algorithms', 'c', 'storage', 'artificial intelligence', 'security', 'java', 'software engineer', 'python', 'natural language processing', 'information retrieval', 'mobile', 'javascript', 'infrastructure')"
Microsoft India Pvt Ltd,"('cloud services development', 'programming in python', 'quantum computing integration', 'scalable computing solutions', 'containerization technologies', 'c', 'senior software engineer', 'docker', 'security', 'java', 'software engineering', 'c#', 'san', 'author', 'software delivery', 'javascript')"
