Company,Skills
votary softech solution pvt ltd,"('mobile handset testing\nprotocol testing\ntesting\nitskills',)"
Cabot India Ltd,"('css\n.net developer\nsvn\njavascript\ngit\n.net\nhtml\nmvc',)"
Cabot India Ltd,"('node.js\ncss\ngit\nwordpress\nphp\n.net\nhtml\nsvn\njavascript',)"
Cabot India Ltd,"('javascript developer\ncss\ngit\nhtml\nsvn\njavascript',)"
Cabot India Ltd,"('css\nsvn\njavascript\njavascript developer\ngit\nhtml\nangularjs',)"
Suretek Infosoft Pvt. Ltd.,"('java\nphp\nsoftware engineer',)"
Vacation Labs,"('scala\nangularjs\nsoftware engineer',)"
3RI Technologies Pvt Ltd,"('python\nsoftware engineer\nsql',)"
BLUEBERRY LABS PRIVATE LIMITED,"('symfony\nphp\nsoftware engineer\nmysql',)"
Glitter Technology Ventures Pvt Ltd,"('storage\njava\ngit\nsoftware engineer',)"
thinklayer minds pvt ltd,"('associate software engineer\nphp developer',)"
FMT CORPORATION LIMITED,"('sharepoint\nsoftware engineer\njquery\nsql',)"
Optimum Solutions,"('vba\nsoftware engineer\nsystem specifications',)"
"World wide Immigration Service Llp
     (More Jobs)","('software engineer\nsoftware developer\nsenior software engineer\nsoftware programmer\nit',)"
IPHS Technologies,"('c\nsenior software engineer\nsoftware requirements',)"
Veeva Systems,"('san\npython\nbi\njava\ninfrastructure\nsoftware engineer',)"
exuberant technology,"('java\nsoftware engineer\njava programming\njava developer',)"
LAKSH HUMAN RESOURCE,"('css\nmobile\njavascript\nenvironment\nsoftware engineer\nhtml',)"
onisol systems,"('rest api\nassociate software engineer\njson',)"
ColoredCow,"('wordpress\nsenior software engineer\nsan\nteam player',)"
3RI Technologies Pvt Ltd,"('rdbms\nsql\nassociate software engineer\noops',)"
Optimum Solutions,"('messaging\nsalesforce\ndevops\n.net\nsoftware engineer\nmiddleware',)"
Mobishaala,"('css\nmobile\njavascript\ngrunt\ngit\nsoftware engineer',)"
neologix software solutions india pvt ltd,"('database\nxml\nsenior software engineer\nmysql',)"
ion trading india pvt. ltd.,"('c\nsenior software engineer\ndocker\njava\ngit\ndebugging\nsoftware engineer\nmaven\njavascript\neclipse\nvisual studio\n.net',)"
TO THE NEW,"('cloud services\nmaven\naem\nsenior software engineer\ngradle\nosgi\nservlets',)"
"TALENT VAULT LLP
     (More Jobs)","('software engineer\nit engineer\nsoftware developer\nsenior software developer\nsenior software engineer',)"
Textron India Pvt Ltd,"('microprocessor\ndsp\nhardware design\narm\nembedded software engineer',)"
v support solutions,"('sql\nmachine vision\nactivex\ndatabase\ndebugging\nsoftware engineer\nsoftware developer',)"
RAVSoft Solutions,"('problem solving\nvb.net\nwritten communication\noops\n.net\nsoftware engineer\nc#.net',)"
LAKSH HUMAN RESOURCE,"('rest\neclipse ide\ntechnology\njava\njson\nsoftware engineer',)"
Veeva Systems,"('lucene\nhibernate\nspring\njava\nsoftware engineer\njpa\nsan\nweb technologies',)"
"ADAL IMMIGRATIONS LLP
     (More Jobs)","('software engineer\nsenior software engineer\nsoftware programmer\nweb developer\nphp programmer\nsoftware developer\nsoftware engineering\nphp developer',)"
LAKSH HUMAN RESOURCE,"('css\nmobile\ntechnology\njavascript\nenvironment\nlinux\nsoftware engineer',)"
LAKSH HUMAN RESOURCE,"('environment\nmobile\nsoftware engineer\nmysql\ndata structures\nit\nmongodb',)"
Suretek Infosoft Pvt. Ltd.,"('c#\nasp .net\nlinq\nxml\nmicrosoft .net\nsoftware engineer',)"
Suretek Infosoft Pvt. Ltd.,"('css\ncake\ncodeigniter\nphp\nzend\nmysql\nhtml\nsoftware engineer\najax',)"
plum,"('algorithms\ncss\nhtml5\nsoftware engineer\nhtml\njavascript',)"
Analytics Vidhya,"('scala\nsql\ndatabase\njava\nsoftware engineer\npython\ninfrastructure\ndatabase servers',)"
BUSISOL SOURCING INDIA PVT. LTD,"('c\nmicrosoft technologies\nweb technologies\n.net\nsoftware engineer\nsql',)"
ETP Group,"('rest\nlld\nsql\nswing\njava\noops\ndebugging\nsoftware engineer',)"
"Splendid Travels
     (More Jobs)","('artificial intelligence\nsoftware engineer',)"
neologix software solutions india pvt ltd,"('c#\nsenior software engineer\nasp.net\nphp\n.net\nmvc',)"
Espressif Systems,"('zigbee\niot\ni2c\nembedded software engineer\nhardware\ncommunication protocols\ni2s\nuart',)"
Nvidia Graphics Pvt Ltd,"('python programming\ndebugging skills\nanalytical thinking\nlow level programming\nhardware integration\njunior software engineer\nlinux',)"
CGI Information Systems and Management Consultants Pvt Ltd,"('**   python programming\nsoftware testing\nsql development\nagile methodologies\nproblem solving  **\ncgi\nsoftware engineer',)"
KG TIGER,"('c\npython\nc\noperating system\njava\nwritten communication\ninfrastructure\nsoftware engineer',)"
PiMARQ,"('cortex\ncommunication protocols\nfirmware development\nmodbus\nuart\nhardware design\ni2c\narm\nembedded software engineer',)"
online productivity solutions pvt. ltd.,"('php\nmysql\najax\njavascript\nhtml5\ncss\nwordpress\nbootstrap\njquery\ngit\ndebugging\nsoftware engineer',)"
Adobe Systems Ltd,"('**    java programming\napi development\ncloud computing\nmicroservices architecture\ntechnical leadership  **\nsenior software engineer\nsoftware engineering',)"
Zen Corp Techno Solutions,"('c#\nos\nvb.net\njquery\njava\nasp.net\nsoftware engineer trainee\nhtml\nmvc\ndriver development\nnetwork processor',)"
Pyze Inc.,"('algorithms\nscala\nsenior software engineer\njava\ncassandra\ndata structures\nbig data',)"
RAVSoft Solutions,"('java swing\nproblem solving\nhibernate\nspring\nswing\nhl7\njava\nwritten communication\noops\nservlets\nsoftware engineer',)"
RAVSoft Solutions,"('algorithms\nc\nwin32\nproblem solving\nmfc\nactivex\nhl7\nwritten communication\noops\nsoftware engineer\nvc',)"
tbm technologies,"('python\nos\nandroid development\njava\ntesting tools\nwritten communication\nsoftware engineer',)"
tbm technologies,"('c\ntesting tools\nsoftware engineer\ntelecom\nc#\npython\nc\ndialogic\nwritten communication',)"
Analytics Vidhya,"('sql\nsoftware engineer\nhadoop\npython\ngithub\nsas\nproblem solving\nmachine learning',)"
ion trading india pvt. ltd.,"('c\ndocker\njava\ngit\ndevops\nsoftware engineer\nmaven\njavascript\neclipse\nvisual studio\n.net',)"
RAVSoft Solutions,"('problem solving\nhibernate\najax\njquery\nspring\nhl7\njava\nwritten communication\noops\njson\nsoftware engineer',)"
Veeva Systems,"('lucene\nhibernate\nspring\njava\ngit\nsoftware engineer\nmysql\nsan\nmaven\nproblem solving\nmessaging',)"
anmeda systems pvt. ltd.,"('c#\nado.net\njquery\nvisual studio\nsoftware implementation\nasp.net\noops\n.net\nsoftware engineer',)"
innervex technologies pvt.ltd,"('debugger\nbug fixing\nmemory management\nsecurity\nxml\njson\nsoftware engineer\nrest\nc\nsoap',)"
IDEAVATE SOLUTIONS,"('html5\najax\njavascript\njquery\nsql\njava\ndebugging\nsoftware engineer\nweb development\ntechnical skills\npl  /  sql',)"
global delight technologies,"('c#\nc\nc\ninformation technology\nsenior software engineer\nwindows\nmemory management',)"
MEDICOSA,"('websphere\ncss\nsoa\njavascript\njquery\njaxb\njava\napache\nxml\nlinux\nsoftware engineer\nhtml',)"
LAKSH HUMAN RESOURCE,"('rest\ncache\npython\ntechnology\nstorage\nmachine learning\nnosql\nsecurity\ncassandra\nphp\nsoftware engineer\napi',)"
LAKSH HUMAN RESOURCE,"('c\nc\ndevice driver development\ngit\nlinux\nsoftware engineer\nlinux kernel',)"
ZEUS SYSTEMS PVT. LTD,"('html5\nsenior software engineer\nbootstrap\njavascript\njquery\n.net\nphp\nmvc\nunix',)"
PatientMD,"('algorithms\npython\nscala\ndata mining\nmachine learning\njava\nsoftware engineer\nbig data',)"
SYNCTON IT Solutions,"('.net technologies\najax\nxml\nasp.net\nssrs\nsoftware engineer\nmultithreading\nc#\nrtp\n.net\nc#.net\nforms\nsql programming',)"
FMT CORPORATION LIMITED,"('websphere\nant\nweblogic\nsenior software engineer\njee\nhibernate\nsql\nmessaging\nspring\njava\nxml\npl  /  sql',)"
ETP INTERNATIONAL PVT LTD,"('oracle\njsp\nexception handling\nproblem solving\nsql\nswing\njava\nservlets\nj2ee\nsoftware engineer\nejb',)"
ADROIT LEARNING AND MANPOWER PVT LTD,"('rest\nmaven\nsenior software engineer\ntibco\njava\ngit\nesb\ndevops\nmysql\njava programming\nsoap',)"
spiderfocus solutions,"('senior software engineer\najax\nsql\ndatabase\nhtml\nc#\nrdbms\noracle\nmvc architecture\nwindows\njavascript\nlinq\n.net',)"
indianfertilizer,"('rest\najax\njavascript\njquery\nassociate software engineer\ncodeigniter\noops\nooad\nphp\nmysql\nsoap',)"
rim india pvt ltd,"('rest\n.net developer\nentity framework\nbootstrap\nwindows\nlinq\nasp.net\nsoftware engineer\nmvc',)"
Veeva Systems,"('bi\nlucene\nhibernate\nspring\njava\ngit\nsoftware engineer\nmysql\nsan\nmaven\nproblem solving\nmessaging',)"
TagIT Solutions,"('html5\nrest api\najax\ngit\njson\nsoftware engineer\napi\nmobile\njavascript',)"
TagIT Solutions,"('html5\nmobile\nsenior software engineer\nteam player\nbootstrap\njquery\njavascript\nmessaging\njava\njson\napi',)"
Revolute Soft Solution,"('css\nwordpress\njoomla\najax\njavascript\njquery\noscommerce\ndrupal\nphp\nsoftware engineer\nmysql\nhtml\nmagento',)"
INFINITY GROUP,"('.net technologies\nsql\nsoftware engineer\nweb api\napi\npl  /  sql\nc#\nxamarin\nmobile\n.net\nsoftware developer',)"
NIRA Systems,"('written communication\n.net technologies\nassociate software engineer\nsoftware engineering\nteam player',)"
Allindia Technologies Limited,"('css\nrdbms\njunior software engineer\najax\njavascript\njquery\nmicrosoft .net\ndebugging\nweb development\nhtml\nweb api',)"
Spring Computing Technologies,"('algorithms\nc\nsoftware design\nstorage\ndebugging\nsoftware engineer',)"
Azcom Technology,"('protocol stack\nalgorithms\nc\nsoftware engineer\ndata structures\ntechnical skills\nipc\nc\nos',)"
Azcom Technology,"('dsp\nc\nc\nproblem solving\nembedded software development\nembedded software\nrtos\nlinux\nsoftware engineer',)"
Optimum Solutions,"('websphere\noracle\njavascript\nspring\njava\nstruts\ninfrastructure\nj2ee\n.net\nsoftware engineer',)"
CONNECTING 2 WORK,"('fundamentals\ncss\nlaravel\nwordpress\nteam player\njavascript\nxml\nphp\njson\nsoftware engineer\nmysql\nhtml',)"
Nvidia Graphics Pvt Ltd,"('software development\nnetworking protocols\npython programming\nhardware management\nlinux systems\nartificial intelligence\njson\nsoftware engineer\noperating system',)"
Mobishaala,"('c\nc\nmobile\nandroid development\ngradle\njava\ngit\nsoftware engineer\nobject oriented programming',)"
Veeva Systems,"('hibernate\nmockito\ndocker\nspring\njava\ngit\nlinux\nsoftware engineer\nmysql\nsan\nmobile',)"
Microsoft India Pvt Ltd,"('**  software development\ncloud services\ndevops practices\ncommunication skills\ngame development **\ngames\nsoftware engineer\nc#\nsan',)"
ORACLE,"('software troubleshooting\ncode issue resolution\ntesting and fixing\nsql proficiency\nroot cause analysis\noracle\nsecurity\nsoftware engineer',)"
Infoblox,"('golang development  cloud networking  system architecture  api design  microservices development\norchestration\ndocker\nsoftware engineer\nsoftware engineering\nrest\npython\ninfrastructure',)"
Microsoft India Pvt Ltd,"('software development\nproblem solving\ntechnical communication\ndistributed systems\nautomation scripting\nsenior software engineer\nsecurity\ndevops\ndebugging\nsoftware engineering\nc#\npython',)"
Textron India Pvt Ltd,"('c\nc\noperating system\nsoftware design\nsoftware integration\nrtos\nembedded software\nsoftware engineer',)"
Microsoft India Pvt Ltd,"('**  cloud platforms\nprogramming languages\nscalable systems\nproblem solving\nsecurity screening **\nc#\npython\nsenior software engineer\njava\ninfrastructure',)"
Electronic Arts Games  ( India )  Pvt. Ltd.,"('cloud platforms\ncontainer technologies\ntechnical leadership\nsoftware development best practices\njava  /  scala  /  kotlin\nsenior software engineer\ndocker\ngit\ngames\ngithub',)"
barracuda networks india pvt ltd,"('c#\n.net core\nkubernetes\ndocker\ngrpc\nstorage\ngit\ndevops\nsoftware engineer\ncloud services\ngithub\nproduction environment',)"
ORACLE,"('**   code troubleshooting\nsql programming\nincident management\nroot cause analysis\ntest plan development **\noracle\nsecurity\nsoftware engineer',)"
CGI Information Systems and Management Consultants Pvt Ltd,"('**  python programming\nsql database management\nsoftware testing techniques\nsoftware development lifecycle\nproblem solving skills **\ncgi\nsoftware engineer',)"
batchmaster software pvt. ltd.,"('c#\nvb.net\nsql\ndatabase\nsapui5\n.net\nsoftware engineer\nc#.net',)"
Microsoft India Pvt Ltd,"('**  software development expertise\ndistributed systems engineering\nsite reliability engineering\nproblem solving skills\ncross group collaboration **\norchestration\nsoftware engineer\ncloud computing',)"
"vikrant
     (More Jobs)","('mechanical engineer\ntechnical support engineer\ndesktop engineer\nmaintenance manager\nsystem administrator\nnetwork engineer\ndeputy manager\nsoftware engineer\ncse',)"
ORACLE,"('**  code troubleshooting\nsql proficiency\ntechnical analysis\nroot cause analysis\ntest plan development **\noracle\nsecurity\nsoftware engineer',)"
online productivity solutions pvt. ltd.,"('react\njs\njavascript\ncss\nhtml\njquery\nhtml5\nmobile\nbootstrap\nreact.js\nsoftware engineer',)"
Moody's Corporation,"('api development\ndata structures\ncoding\ndistributed systems\nagile software processes\nalgorithms\nrest api\nsenior software engineer\nbootstrap\ndatabase\njson\npython',)"
kelly outsourcing,"('java development\nspring boot framework\naws knowledge\napi development\nunit testing\nadvanced java\nsoftware engineer',)"
Nvidia Graphics Pvt Ltd,"('software development\npython\nreactjs\nflask\ndevops practices\ndocker\nlinux networking\ninfrastructure\nsoftware engineer\nsoftware engineering\nmongodb',)"
Google India Pvt Ltd,"('**   software development\nprogramming languages\ntest automation\ndebugging tools\nnetworking solutions  **\nc\nstorage\nsnmp\ncompilers\njava\nnetwork programming\nsoftware engineer\npython\nruby\nnetwork management\ninfrastructure',)"
Nvidia Graphics Pvt Ltd,"('c   programming   cuda acceleration   parallel computing   optimization techniques   team collaboration\nsoftware design\nsenior software engineer\ngames\ndebugging',)"
LAKSH HUMAN RESOURCE,"('security\napache\njava\nlinux\nsoftware engineer\nhtml\nperl\nlinux shell scripting\npython\nsystem management\njavascript\nphp\nunix',)"
CONNECTING 2 WORK,"('jsp\nspring\njava\ndevops\nsystem development\nj2ee\nsoftware engineer\njpa\ndata structures\nejb\nteam player',)"
Paytm,"('fundamentals\ncss\nuser interaction\nsenior software engineer\nbrewing\nhtml\nmobile\nteam player\njavascript',)"
ORACLE,"('sql\ntroubleshooting\ncoding\ntesting\nroot cause analysis\noracle\nsecurity\nsoftware engineer',)"
MarvyLogic,"('html5\nsenior software engineer\njquery\nasp.net\nweb development\nweb api\nsoftware engineering\nsoftware implementation\noracle 11g\n.net\nc#.net',)"
Travel Centric Technology,"('information technology\nbug fixing\numl\nxml\nasp.net\njson\nsoftware engineer\nweb api\nmvc\nc#\nrest\nteam player\n.net',)"
DIGITAL HARBOR,"('fundamentals\nalgorithms\njsp\nsenior software engineer\nbootstrap\njava\nj2ee\ndata structures\nejb\njavascript\nnode.js',)"
LAKSH HUMAN RESOURCE,"('fundamentals\nsenior software engineer\njava\nxml\njson\ndebugging\nmysql\npython\nmobile\nteam player\ntechnology\nandroid development\nsoap',)"
Aertrip,"('algorithms\njquery\ndocker\ngit\njava\nlinux\nsoftware engineer\nmysql\ndata structures\napi\nmongodb\npython\nproblem solving\nteam player\njavascript\nphp',)"
neer interactive solutions,"('c#\nalgorithms\ncss\nmicrosoft technologies\njunior developer\njavascript\nsql\nvb script\nasp. net\narcsde\nsoftware engineer\nhtml',)"
neer interactive solutions,"('c#\nmapinfo\nc\nc\narcgis\nsenior software engineer\nvb\nvb.net\nt-sql\nxml\n.net\nvisual basic\nc#.net',)"
immidart technologies llp,"('html5\nsenior software engineer\nproblem solving\nbootstrap\najax\njquery\ngit\nxml\nasp. net\n.net\nweb api\nmvc',)"
Veeva Systems,"('senior software engineer\nstorage\ndocker\nspring\nsecurity\njava\ngit\niam\nlinux\nc#\nsan\njunit\npython\nmaven\nproblem solving\ninfrastructure',)"
Veeva Systems,"('bi\nsenior software engineer\nhibernate\nmockito\ndocker\nsql\nspring\njava\ngit\ndevops\nlinux\nmysql\nsan\nmaven\ninfrastructure',)"
Veeva Systems,"('bi\nsenior software engineer\ndocker\nspring\ndatabase\nsecurity\njava\ngit\niam\nlinux\nmysql\nsan\njunit\npython\nmaven\nproblem solving\ninfrastructure',)"
Veeva Systems,"('hibernate\nmockito\nsql\nspring\nsecurity\njava\ngit\nlinux\nsoftware engineer\nmysql\nlog4j\nsan\njunit\nmaven',)"
Sardonyx Technologies,"('c#\ncss\noracle\nsenior software engineer\nproblem solving\nweb based applications\najax\njavascript\njquery\nxml\noops\n.net\nmysql\nhtml\nmvc',)"
leaflet technologies  ( p )  ltd,"('html5\nrest api\nbootstrap\njquery\nsql\ngrunt\nweb developer\nsoftware engineer\nbusiness applications\njavascript\nnode.js',)"
leadsoc technologies,"('board support package\nmicrocontroller programming\nusb\ni2c\narm\nfirmware\nembedded software engineer\nembedded c\nuart',)"
Veeva Systems,"('senior software engineer\nstorage\nhibernate\nmockito\ndocker\nsql\nspring\njava\ngit\ndevops\nlinux\nmysql\nsan\nmaven\ninfrastructure',)"
TagIT Solutions,"('websphere\njsp\nsenior software engineer\nhibernate\nspring\ndatabase\njava\nj2ee\nmysql\noracle\nproduction support\nservlets',)"
KnowledgeHut,"('soa\nhtml5\nsenior software engineer\nsvn\njavascript\nnosql\nreact.js\nnode.js\ngit\nsockets\nmongodb\nexpress.js',)"
innervex technologies pvt.ltd,"('senior software engineer\nbug fixing\nstorage\nmockito\nsql\nmemory management\njava\nmvvm\nxml\njson\nmysql\nmvc\nrest\nandroid development\nsoap',)"
CORDIACE TECHNOLOGIES,"('fundamentals\nhtml5\nwordpress\nbootstrap\njquery\ndatabase\njava\nxml\ncodeigniter\njson\nsoftware engineer\nmysql\nmagento\njoomla\ntriggers\njavascript\ndrupal\nphp',)"
GD Research Center Pvt. Ltd.,"('bug fixing\najax\nt-sql\njquery\nasp.net\noops\nsoftware engineer\nmvc\nendeca\nc#\n.net developer\njavascript\ndatabase programming\n.net',)"
macrosoft it consulting,"('websphere\noracle\njsp\nweblogic\nsql\njava\nxml\nj2ee\nservlets\nsoftware engineer\nobject oriented programming\ntechnical skills\nejb',)"
algonox technologies,"('image processing\npython\nc\nnatural language processing\nmachine learning\nsql\nnosql\ndocker\njava\nsoftware engineer\nsoftware engineering',)"
"TALENT VAULT LLP
     (More Jobs)","('software engineer\nit software engineer\nsoftware quality assurance\nsoftware development\nsoftware quality\nsoftware design\nagile methodologies\nsoftware testing',)"
ORACLE,"('**  data structures\ncloud native architectures\nmicroservices architecture\nmachine learning\ndistributed systems **\nalgorithms\norchestration\nsql\nsecurity\njava\nsoftware engineer\npython\noracle',)"
Myntra,"('scalable code\nui design\njavascript expertise\nresponsive layouts\nreact\njs\ncss\nhtml5\nsenior software engineer\nreact.js\nmobile\nimaging',)"
RANGAM INFOTECH PVT. LTD.,"('software design\nrest api\nsenior software engineer\najax\ndocker\ndevops\nmvc\nc#\nentity framework\njavascript\nvisual studio\n.net',)"
fixfin technologies pvt ltd,"('c\nhtml5\nwordpress\nece\njquery\ndatabase\noscommerce\njava\ncodeigniter\nyii\nsoftware engineer\nmagento\ncakephp\nc\njavascript\ndrupal\nphp',)"
Google India Pvt Ltd,"('software development\ndata structures\nandroid development\ndata pipelines\nsystem optimization\nalgorithms\nstorage\nartificial intelligence\nsecurity\nsoftware engineer\nnatural language processing\noperating system\ninformation retrieval\nmobile\ninfrastructure\nbsp',)"
ORACLE,"('**  troubleshooting technical issues\ncode issue resolution\nsql programming languages\ntest plan development\nroot cause analysis **\noracle\nsecurity\nsoftware engineer',)"
Microsoft India Pvt Ltd,"('**  backend development\nrestful apis\ncloud infrastructure\ndistributed systems\ncode review **\nc#\nc\npython\nwindows\njavascript\nsystem architecture\nsoftware engineer',)"
ORACLE,"('**  automated testing\njava programming\njavascript programming\nsoftware engineering\ntest automation **\nsenior software engineer\nsecurity\ndebugging\noracle\nsoftware integration\nproduction environment',)"
Google India Pvt Ltd,"('**  software development\nprogramming languages\ncode review\nsystem design\ndebugging skills **\nc\nstorage\nartificial intelligence\nsecurity\njava\nsystem development\nsoftware engineer\npython\nnatural language processing\ninformation retrieval\nmobile\njavascript',)"
ORACLE,"('**   java development\nspring boot\nmicroservices architecture\ncloud computing\nmessaging systems  **\nsenior software engineer\nsecurity\napache\ndevops\ndebugging\noracle\njava developer',)"
Google India Pvt Ltd,"('**   software development\nkotlin programming\njava programming\nandroid framework\ndata structures  **\nalgorithms\nc\nstorage\nartificial intelligence\nsecurity\nsoftware engineer\nnatural language processing\ninformation retrieval\nmobile',)"
Google India Pvt Ltd,"('**  software development\ndata structures\nsoftware design\ntechnical leadership\nproblem solving **\nalgorithms\nstorage\nartificial intelligence\nsecurity\nsoftware engineer\nnatural language processing\ninformation retrieval\nmobile\ninfrastructure',)"
Google India Pvt Ltd,"('**  software development\ndata structures\ntechnical leadership\nsoftware design\nproblem solving **\nalgorithms\nstorage\nartificial intelligence\nsecurity\nsoftware engineer\nnatural language processing\ninformation retrieval\nmobile',)"
ORACLE,"('**  technical troubleshooting\ncode issue resolution\nprogramming languages\ntest plan development\nroot cause analysis **\noracle\nsql\nsecurity\nsoftware engineer',)"
virtusa consulting services pvt. ltd.,"('java development\nci  /  cd\ndevops\napplication design\ntesting\nsenior software engineer',)"
Google India Pvt Ltd,"('**  software development\ndata structures\nalgorithm design\ncommunication skills\nteam collaboration **\nalgorithms\nc\nstorage\nartificial intelligence\nsecurity\njava\nsoftware engineer\npython\nnatural language processing\ninformation retrieval\nmobile\njavascript\ninfrastructure',)"
Microsoft India Pvt Ltd,"('cloud services development\nprogramming in python\nquantum computing integration\nscalable computing solutions\ncontainerization technologies\nc\nsenior software engineer\ndocker\nsecurity\njava\nsoftware engineering\nc#\nsan\nauthor\nsoftware delivery\njavascript',)"
